album_name,track_name,album_type,popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist
Fotofóbia,Lej,album,56.0,0.79,0.503,1,-9.301,0.20600000000000002,0.527,0.0,0.11,0.24100000000000002,75.008,Dzsúdló
Fotofóbia,Spanom,album,55.0,0.675,0.649,8,-5.507000000000001,0.0509,0.39899999999999997,0.0,0.157,0.436,88.07600000000001,Dzsúdló
Frauen,Frauen,single,66.0,0.865,0.687,1,-7.6339999999999995,0.11699999999999999,0.0417,0.0,0.0898,0.44799999999999995,93.01799999999999,Katja Krasavice
Freeman & Friends,Kutenda,album,34.0,0.7509999999999999,0.821,10,-6.257000000000001,0.15,0.39899999999999997,0.0,0.28600000000000003,0.903,110.979,Freeman HKD
Freestyle LVL UP 1,Freestyle LVL UP 1,single,77.0,0.688,0.6759999999999999,2,-6.984,0.247,0.42200000000000004,8.499999999999999e-05,0.0928,0.649,180.075,Ninho
Freestyle LVL UP 2,Freestyle LVL UP 2,single,75.0,0.687,0.8240000000000001,11,-5.066,0.365,0.293,0.0,0.182,0.488,187.544,Ninho
Freestyle LVL UP 3,Freestyle LVL UP 3,single,69.0,0.878,0.7340000000000001,4,-7.034,0.254,0.386,9.25e-06,0.0864,0.725,93.771,Ninho
French Exit,Lovers Rock,album,88.0,0.5589999999999999,0.871,5,-5.337999999999999,0.0397,7.53e-06,0.00545,0.096,0.5720000000000001,104.97,TV Girl
Friendships,Friendships,single,70.0,0.726,0.78,11,-6.312,0.0414,0.13699999999999998,0.914,0.0985,0.0742,119.984,Pascal Letoublon
Friesenjung,Friesenjung,single,74.0,0.79,0.9790000000000001,11,-4.637,0.11699999999999999,0.0177,0.000192,0.237,0.898,161.014,Ski Aggu
Frágil,Frágil,single,91.0,0.605,0.726,6,-4.515,0.0309,0.365,0.0,0.11199999999999999,0.39299999999999996,149.918,Yahritza Y Su Esencia
Fthina Tricks,An Apopse Figo,album,63.0,0.812,0.745,4,-6.885,0.345,0.535,0.0,0.182,0.6940000000000001,140.04,Bloody Hawk
Fthina Tricks,Facts,album,54.0,0.674,0.551,1,-8.461,0.34600000000000003,0.24600000000000002,0.0,0.0811,0.525,90.07,Bloody Hawk
Fthina Tricks,Fantasma,album,55.0,0.594,0.735,0,-6.812,0.42700000000000005,0.489,0.0,0.126,0.48200000000000004,95.12299999999999,Bloody Hawk
Fthina Tricks,IKEA,album,54.0,0.575,0.679,10,-7.947,0.39,0.153,0.0,0.105,0.555,162.49200000000002,Bloody Hawk
Fthina Tricks,Istories,album,57.0,0.8059999999999999,0.597,1,-5.9910000000000005,0.32799999999999996,0.247,0.0,0.139,0.667,141.969,Bloody Hawk
Fthina Tricks,KVL,album,60.0,0.7559999999999999,0.6759999999999999,5,-7.502999999999999,0.335,0.161,0.0,0.17800000000000002,0.551,90.275,Bloody Hawk
Fthina Tricks,Kanenas De Me Niothei,album,54.0,0.715,0.514,1,-9.908999999999999,0.413,0.7909999999999999,0.0,0.114,0.705,99.14299999999999,Bloody Hawk
Fthina Tricks,Louloudi,album,54.0,0.8270000000000001,0.608,5,-6.989,0.35200000000000004,0.401,0.0,0.35700000000000004,0.648,141.892,Bloody Hawk
Fthina Tricks,Mahalas,album,61.0,0.755,0.629,1,-6.932,0.415,0.36200000000000004,0.0,0.0781,0.5489999999999999,99.336,Bloody Hawk
Fthina Tricks,Piesi,album,56.0,0.706,0.8320000000000001,10,-5.5,0.335,0.0795,0.0,0.0561,0.5579999999999999,146.24,Bloody Hawk
Fthina Tricks,Tavani,album,58.0,0.809,0.7490000000000001,5,-7.377999999999999,0.377,0.037000000000000005,0.0,0.121,0.478,99.961,Bloody Hawk
Fthina Tricks,Zografia,album,57.0,0.593,0.657,0,-7.001,0.248,0.54,0.0,0.0977,0.204,143.567,Bloody Hawk
Fulano (Ao Vivo),Fulano - Ao Vivo,single,73.0,0.374,0.754,7,-5.136,0.13699999999999998,0.602,0.0,0.579,0.484,156.201,Murilo Huff
Future Lover,Future Lover,single,73.0,0.556,0.435,2,-10.850999999999999,0.0435,0.887,0.0,0.10099999999999999,0.24,103.11399999999999,Brunette
Future Nostalgia,Levitating (feat. DaBaby),album,85.0,0.7020000000000001,0.825,6,-3.787,0.0601,0.00883,0.0,0.0674,0.915,102.977,Dua Lipa
Fy Faen Så Deilig,Fy Faen Så Deilig,single,49.0,0.589,0.826,0,-4.5489999999999995,0.0462,0.12,0.0,0.255,0.7190000000000001,85.755,Vidar Villa
Fånga mig när jag faller,Fånga mig när jag faller,single,74.0,0.6759999999999999,0.47,7,-9.238,0.0335,0.32299999999999995,0.000458,0.12300000000000001,0.155,105.985,Victor Leksell
Félek,Félek,single,56.0,0.812,0.36,2,-6.167000000000001,0.0402,0.0518,8.72e-05,0.313,0.57,123.01100000000001,T. Danny
Føles Godt,Føles Godt (feat. Mekdes),single,62.0,0.621,0.684,0,-5.944,0.0603,0.395,0.0,0.152,0.336,80.954,URO
Függő,Függő,single,58.0,0.633,0.753,7,-3.8939999999999997,0.151,0.102,0.0,0.109,0.456,139.759,Dzsúdló
G63,G63,single,74.0,0.818,0.506,5,-10.91,0.201,0.284,0.145,0.10099999999999999,0.636,113.98100000000001,C.Gambino
GABRIEL,LIMBO,album,87.0,0.5770000000000001,0.366,8,-11.792,0.0368,0.879,7.759999999999999e-05,0.13699999999999998,0.0841,129.923,keshi
GABRIEL,UNDERSTAND,album,83.0,0.379,0.20800000000000002,5,-13.857999999999999,0.0426,0.94,1.05e-06,0.114,0.163,82.085,keshi
GANGBANG,AIZIET AIZIET,album,8.0,0.466,0.787,11,-5.124,0.40399999999999997,0.0388,0.0,0.139,0.813,180.843,BANDA BANDA
GANGBANG,BANDA MĀJĀS MAMMA RĀJĀS,album,8.0,0.5720000000000001,0.809,6,-6.584,0.0795,0.275,0.0,0.18899999999999997,0.627,128.053,BANDA BANDA
GANGBANG,DZĪVO BRĪVI!,album,8.0,0.565,0.732,8,-6.7379999999999995,0.188,0.0509,0.0,0.332,0.518,144.85,BANDA BANDA
GANGBANG,GANGBANG,album,7.0,0.8059999999999999,0.605,3,-6.15,0.131,0.17300000000000001,0.0,0.135,0.6859999999999999,135.977,BANDA BANDA
GANGBANG,MĒS ESAM SLIKTIE,album,10.0,0.605,0.741,0,-4.93,0.247,0.0609,1.3e-06,0.418,0.26,139.976,BANDA BANDA
GANGBANG,SWAG3000,album,8.0,0.8440000000000001,0.5529999999999999,0,-6.9,0.0963,0.107,0.0,0.0982,0.595,134.975,BANDA BANDA
GAZ PEDAL,GAZ PEDAL,single,78.0,0.87,0.75,2,-4.902,0.135,0.113,0.00292,0.0629,0.764,119.98200000000001,Lvbel C5
GEEF NIET OP,GEEF NIET OP,album,17.0,0.534,0.5379999999999999,7,-8.675,0.064,0.364,0.0,0.305,0.589,130.015,New Style Music
GHETTO STAR,Jouj Ferdat,album,30.0,0.742,0.506,1,-12.748,0.395,0.17600000000000002,0.0,0.125,0.354,155.039,Demon324
GHETTO STAR,Plainte Alliées,album,48.0,0.42100000000000004,0.652,7,-9.891,0.355,0.0423,0.0,0.493,0.396,173.672,Demon324
GHETTO STAR,Wassup Fam,album,42.0,0.845,0.655,11,-9.73,0.505,0.187,3.61e-06,0.597,0.799,139.993,Demon324
GHETTO STAR,Zan9awia,album,30.0,0.72,0.852,0,-7.72,0.253,0.0289,6e-06,0.135,0.462,164.898,Demon324
GIORTES,GIORTES,single,66.0,0.767,0.7709999999999999,5,-5.487,0.0444,0.0484,0.00215,0.0871,0.375,135.016,RACK
GOOD LOYAL THOTS,GOOD LOYAL THOTS,single,81.0,0.585,0.86,6,-5.274,0.11599999999999999,0.0566,0.00014199999999999998,0.18,0.607,146.441,Odetari
GOOD LOYAL THOTS,GOOD LOYAL THOTS,single,65.0,0.585,0.86,6,-5.274,0.11599999999999999,0.0566,0.00014199999999999998,0.18,0.607,146.441,Odetari
GRAU,GRAU,single,33.0,0.637,0.649,9,-7.86,0.461,0.0624,2.75e-06,0.0818,0.44,139.871,Azad
GRUSVÄG,GRUSVÄG,single,58.0,0.878,0.612,2,-7.847,0.064,0.205,0.0,0.281,0.29100000000000004,100.051,Hooja
Galatée,Tiki Taka,album,67.0,0.836,0.879,7,-5.187,0.0433,0.41600000000000004,0.349,0.10800000000000001,0.7290000000000001,112.035,Vacra
Galbi Khasah Molah,Galbi Khasah Molah,single,63.0,0.6759999999999999,0.809,2,-5.114,0.11599999999999999,0.539,0.0,0.308,0.907,95.97200000000001,Cheba Warda
Gamleveien,Gamleveien,single,64.0,0.735,0.72,6,-5.563,0.17600000000000002,0.0143,0.0,0.29600000000000004,0.442,130.98,Hagle
Gang,Gang,single,17.0,0.69,0.436,1,-12.508,0.0892,0.128,0.0521,0.156,0.505,162.03799999999998,GG
Gangster Syndrom,Gangster Syndrom,single,65.0,0.655,0.6679999999999999,6,-5.156000000000001,0.313,0.106,0.0,0.133,0.6,68.309,Asme
Garastāvoklis,"Ai, jel manu vieglu prātu",album,36.0,0.59,0.62,7,-10.647,0.0286,0.7490000000000001,4.6299999999999994e-05,0.25,0.764,107.057,Jauns Mēness
Garg,Hjá þér,album,39.0,0.638,0.535,11,-5.33,0.0296,0.5429999999999999,0.0,0.0906,0.21600000000000003,78.182,Sálin hans Jóns míns
Gasellin kyynel,Katto auki,album,62.0,0.818,0.787,8,-5.052,0.121,0.0633,3.56e-06,0.183,0.384,115.05799999999999,Gasellit
Gato de Noche,Gato de Noche,single,88.0,0.892,0.662,8,-3.8939999999999997,0.162,0.16899999999999998,1.24e-06,0.363,0.607,93.976,Ñengo Flow
Gaza,Gaza,single,64.0,0.7290000000000001,0.875,7,-5.7,0.113,0.555,6.79e-06,0.327,0.635,98.075,SNIK
"Gelosa (feat. Shiva, Sfera Ebbasta, Guè)","Gelosa (feat. Shiva, Sfera Ebbasta, Guè)",single,82.0,0.726,0.672,7,-5.5,0.0704,0.0378,0.0,0.105,0.479,150.06799999999998,Finesse
Gemini Rights,Bad Habit,album,85.0,0.6859999999999999,0.494,1,-7.093,0.0355,0.613,5.7999999999999994e-05,0.402,0.7,168.946,Steve Lacy
Generator,Rita,album,20.0,0.833,0.711,7,-8.863999999999999,0.0804,0.159,1.27e-05,0.0797,0.9129999999999999,112.913,Baba Harare
Gennaro,Gennaro,single,69.0,0.679,0.6609999999999999,10,-6.477,0.2,0.0278,2.08e-06,0.26899999999999996,0.711,142.028,Light
Geri Dönemedim,Geri Dönemedim,single,81.0,0.7120000000000001,0.695,3,-4.34,0.134,0.297,0.0,0.0937,0.523,159.94299999999998,Semicenk
Gestu,Gestu,single,55.0,0.8640000000000001,0.568,11,-8.684,0.0844,0.0212,0.0,0.13,0.15,121.991,Ian
Get Rich Or Die Tryin',In Da Club,album,84.0,0.899,0.713,6,-2.752,0.366,0.255,0.0,0.0708,0.777,90.051,50 Cent
Gettin' Old,Fast Car,album,89.0,0.7120000000000001,0.603,8,-5.52,0.0262,0.18600000000000003,0.0,0.115,0.67,97.994,Luke Combs
Gettó csirke,Gettó csirke,single,56.0,0.593,0.47600000000000003,6,-13.459000000000001,0.862,0.456,0.0,0.359,0.5820000000000001,176.112,Pogány Induló
Geççek,Geççek,single,62.0,0.6709999999999999,0.835,7,-4.852,0.237,0.0751,0.0,0.18,0.7140000000000001,179.979,Tarkan
Ghazali (feat. Bryan Mg),Ghazali (feat. Bryan Mg),single,74.0,0.598,0.654,7,-8.31,0.0565,0.486,9.699999999999999e-06,0.10099999999999999,0.536,179.85299999999998,DYSTINCT
Ghost Stories,A Sky Full of Stars,album,87.0,0.545,0.675,6,-6.474,0.0279,0.00617,0.00197,0.209,0.162,124.97,Coldplay
Gia Panta,Gia Panta,single,64.0,0.517,0.597,1,-8.834,0.0782,0.56,0.0,0.268,0.44,119.927,Wang
GigaChad Theme (Phonk House Version),GigaChad Theme - Phonk House Version,single,85.0,0.588,0.496,9,-5.947,0.0417,0.0016600000000000002,0.9359999999999999,0.18600000000000003,0.5820000000000001,128.001,g3ox_em
Gipsy Style,Gipsy Style,single,53.0,0.792,0.845,9,-3.339,0.0615,0.0511,0.000154,0.0574,0.961,157.94799999999998,Costel Biju
Give It To Me (Full Vocal Mix),Give It To Me - Full Vocal Mix,single,85.0,0.8740000000000001,0.8690000000000001,1,-5.996,0.0315,0.00116,0.00238,0.16399999999999998,0.726,126.027,Matt Sassari
Giving Me,Giving Me,single,79.0,0.735,0.6509999999999999,7,-9.25,0.11199999999999999,0.32899999999999996,0.000205,0.131,0.47600000000000003,127.07,Jazzy
Giấc Mơ Khác,Giấc Mơ Khác,single,61.0,0.596,0.436,3,-9.504,0.0277,0.52,3.76e-06,0.122,0.348,132.042,Chillies
Gladiator,Gladiator,single,76.0,0.648,0.785,8,-5.73,0.0922,0.17300000000000001,0.0038299999999999996,0.0889,0.239,146.025,Jann
Glas,Mangos mit Chili,album,72.0,0.888,0.607,10,-5.632000000000001,0.165,0.147,0.0,0.111,0.728,103.13600000000001,Nina Chuba
Glas,Wildberry Lillet,album,70.0,0.892,0.503,6,-7.086,0.17800000000000002,0.0642,0.0,0.102,0.615,139.928,Nina Chuba
Glocko,Glocko,single,74.0,0.8,0.852,4,-5.502000000000001,0.114,0.0184,0.0,0.0573,0.8340000000000001,100.03299999999999,Nickoog Clk
Gloria,Unholy (feat. Kim Petras),album,85.0,0.7120000000000001,0.46299999999999997,2,-7.399,0.0797,0.011000000000000001,2.96e-06,0.301,0.20600000000000002,131.19899999999998,Sam Smith
Go Hard,Go Hard,single,69.0,0.8490000000000001,0.581,6,-5.4639999999999995,0.261,0.0178,0.0,0.092,0.27399999999999997,142.015,Lil Baby
GoDdAmN 2,GoDdAmN 2,single,53.0,0.763,0.8690000000000001,2,-5.415,0.0618,0.0106,0.000262,0.11900000000000001,0.139,108.98299999999999,Nebi
Goblin FM,Goblin FM,single,58.0,0.674,0.9059999999999999,1,-4.378,0.048,0.0921,0.0,0.365,0.875,158.099,Платина
God's Will,God's Will,single,36.0,0.529,0.703,6,-6.037000000000001,0.336,0.0115,0.0,0.11199999999999999,0.4,142.011,DJ Vigilante feat. A.K.A & K.O
Gold Rush Kid,Green Green Grass,album,83.0,0.685,0.738,8,-4.413,0.0595,0.0695,0.0,0.128,0.8,112.97200000000001,George Ezra
Golden,Breathless,album,24.0,0.445,0.633,7,-8.556000000000001,0.11699999999999999,0.25,0.0033299999999999996,0.107,0.502,104.97200000000001,Stefano Cilio
Golden,Glance,album,26.0,0.598,0.6859999999999999,0,-5.325,0.0484,0.42700000000000005,0.0,0.0698,0.373,120.12700000000001,Stefano Cilio
Golden,Love,album,24.0,0.722,0.667,9,-7.141,0.0831,0.00925,0.000696,0.225,0.537,119.934,Stefano Cilio
Gole Nazam,Gole Nazam,single,38.0,0.511,0.9009999999999999,10,-3.8680000000000003,0.0694,0.0152,0.0141,0.0477,0.7,119.955,Valy
Good Drank,Good Drank,single,38.0,0.8370000000000001,0.725,2,-8.235,0.275,0.0962,0.0,0.0983,0.387,125.029,Why Cue
Goodbye & Good Riddance,All Girls Are The Same,album,87.0,0.6709999999999999,0.529,0,-7.226,0.307,0.0769,0.000335,0.0856,0.203,161.989,Juice WRLD
Goosebumps,Goosebumps,single,41.0,0.42200000000000004,0.522,10,-8.205,0.0883,0.763,4.11e-06,0.0963,0.57,64.27600000000001,Takura
Gospel,Gospel,single,62.0,0.71,0.613,10,-9.955,0.151,0.16,0.0,0.18899999999999997,0.452,154.993,Ohash
Got U,Got U,single,57.0,0.655,0.579,2,-7.545,0.0347,0.491,0.0,0.225,0.434,92.965,陳卓賢 Ian
Gran Disco Mini Precio - Dulce Beat,Rosa Pastel,album,59.0,0.8109999999999999,0.614,11,-7.0889999999999995,0.0309,0.0215,0.00491,0.431,0.662,128.016,Belanova
Grandma,Sino,album,73.0,0.6759999999999999,0.43,11,-10.562999999999999,0.0232,0.16899999999999998,0.0309,0.109,0.226,104.98200000000001,Unique Salonga
Growin' Up,The Kind of Love We Make,album,83.0,0.608,0.745,1,-4.13,0.0277,0.0226,6.47e-06,0.0942,0.46399999999999997,102.025,Luke Combs
Grät,Grät,single,74.0,0.703,0.369,3,-8.697000000000001,0.064,0.871,0.0,0.0894,0.617,95.20299999999999,Hov1
Guasto D'Amore,Guasto D'Amore,single,77.0,0.545,0.597,8,-7.877999999999999,0.0308,0.24100000000000002,0.0,0.107,0.7070000000000001,103.848,Bresh
Gudarna på Västerbron,Hon dansar vidare i livet,album,69.0,0.655,0.6509999999999999,8,-7.063,0.122,0.0267,0.0,0.133,0.782,90.054,Hov1
Gueule tapée,Gueule tapée,single,62.0,0.623,0.527,4,-10.209,0.415,0.467,0.0,0.308,0.569,83.824,ElGrandeToto
Guitar Songs,TV,single,86.0,0.41200000000000003,0.23600000000000002,4,-15.159,0.0379,0.83,0.006529999999999999,0.147,0.11900000000000001,140.214,Billie Eilish
Gusto,Gusto feat. Al James,single,59.0,0.608,0.695,10,-5.307,0.0333,0.038,0.0,0.0939,0.203,83.965,Zack Tabudlo
Gute Frauen lieben schlechte Männer,Gute Frauen lieben schlechte Männer,single,65.0,0.563,0.522,1,-6.849,0.44799999999999995,0.132,7.58e-06,0.113,0.316,104.272,PA Sports
Gwara,Bvumbamirai,album,32.0,0.764,0.6659999999999999,0,-5.382000000000001,0.0359,0.46299999999999997,0.0,0.0761,0.7140000000000001,116.03299999999999,Jah Prayzah
Gwara,Nyeredzi,album,38.0,0.758,0.502,7,-6.92,0.0356,0.7,0.00419,0.114,0.6579999999999999,111.98899999999999,Jah Prayzah
Görmezden,Görmezden,single,40.0,0.467,0.5770000000000001,7,-11.725,0.053,0.364,0.0,0.11800000000000001,0.187,77.414,Kerem Keskin
Gözlerimi Kapattım,Gözlerimi Kapattım,single,79.0,0.444,0.48200000000000004,2,-10.93,0.0372,0.0433,0.0121,0.0823,0.125,79.957,Velet
Güzel Günler Göreceğiz,Güzel Günler Göreceğiz,album,55.0,0.674,0.579,0,-14.637,0.0742,0.33799999999999997,0.0,0.37799999999999995,0.662,118.584,Edip Akbayram
GİDERSİN ARAYA,GİDERSİN ARAYA,single,70.0,0.629,0.953,1,-4.663,0.33899999999999997,0.263,0.0,0.299,0.7120000000000001,140.12,RECO
HAPPIS,HAPPIS,single,67.0,0.825,0.573,7,-7.329,0.0814,0.705,0.0,0.179,0.5820000000000001,100.012,Hooja
HARAGA,CARRERA,album,62.0,0.627,0.6970000000000001,1,-5.871,0.33399999999999996,0.0707,0.0,0.0848,0.365,129.194,HoodBlaq
HARAGA,MINIMUM (feat. Bonez MC),album,69.0,0.8059999999999999,0.7859999999999999,8,-4.615,0.353,0.106,0.0,0.161,0.698,90.954,HoodBlaq
HARAGA,PASS AUF,album,61.0,0.644,0.6459999999999999,3,-5.349,0.0649,0.158,0.0,0.249,0.23399999999999999,124.96600000000001,HoodBlaq
HAYRAN KALICAN,HAYRAN KALICAN,single,74.0,0.805,0.743,10,-5.909,0.124,0.107,7.859999999999999e-05,0.18,0.81,134.998,cakal
HEALING,STAY - ČIŪTO TŪTO,album,46.0,0.42100000000000004,0.561,11,-5.723,0.0365,0.0906,0.0,0.085,0.203,97.77799999999999,Monika Linkyte
HELP EVER HURT NEVER,Shinunoga E-Wa,album,86.0,0.6,0.76,6,-6.124,0.0452,0.166,4.09e-05,0.18899999999999997,0.519,158.078,Fujii Kaze
HEROES & VILLAINS,Creepin' (with The Weeknd & 21 Savage),album,96.0,0.715,0.62,1,-6.005,0.0484,0.41700000000000004,0.0,0.0822,0.172,97.95,Metro Boomin
HEROES & VILLAINS,Superhero (Heroes & Villains) [with Future & Chris Brown],album,90.0,0.526,0.606,5,-5.3,0.259,0.152,2.36e-06,0.19399999999999998,0.49200000000000005,116.62200000000001,Metro Boomin
HEROES & VILLAINS,Too Many Nights (feat. Don Toliver & with Future),album,89.0,0.684,0.6709999999999999,7,-4.3919999999999995,0.0464,0.18899999999999997,2.37e-05,0.122,0.156,88.04799999999999,Metro Boomin
HEROES & VILLAINS,Trance (with Travis Scott & Young Thug),album,90.0,0.5710000000000001,0.5489999999999999,1,-7.38,0.40399999999999997,0.18,0.0,0.168,0.447,119.49700000000001,Metro Boomin
HERZINFUCKED,Auf & Ab,album,70.0,0.7190000000000001,0.426,1,-8.064,0.0792,0.391,0.00011,0.115,0.318,99.059,Montez
HIDDEN GEMS,TERE TE,single,78.0,0.6920000000000001,0.488,7,-10.96,0.135,0.0508,0.0,0.154,0.299,171.9,Various Artists
HJB,HJB,single,39.0,0.9259999999999999,0.612,8,-5.138999999999999,0.0604,0.159,0.0,0.0667,0.888,99.891,Emma Heesters
HOJE EU VOU COMER NOVINHA,HOJE EU VOU COMER NOVINHA 02,single,75.0,0.9129999999999999,0.39,9,-4.538,0.12,0.7070000000000001,3.32e-05,0.11,0.175,130.05,DJ AG O GRINGO
HOJE EU VOU COMER NOVINHA 02 (Sped Up),HOJE EU VOU COMER NOVINHA 02,single,8.0,0.9129999999999999,0.39,9,-4.538,0.12,0.7070000000000001,3.32e-05,0.11,0.175,130.05,DJ AG O GRINGO
HONEYMOON,HONEYMOON,single,55.0,0.6709999999999999,0.618,9,-9.589,0.5539999999999999,0.161,2.09e-06,0.318,0.675,72.602,Branco
Haath Varthi,Haath Varthi,single,75.0,0.738,0.765,7,-5.044,0.171,0.18600000000000003,0.0,0.14300000000000002,0.748,140.02100000000002,MC STAN
Habibi,Habibi,single,68.0,0.706,0.65,5,-7.791,0.249,0.0021,1.32e-05,0.17300000000000001,0.7490000000000001,147.015,STEIN27
Habibi (feat. Ricky Rich) [Greek Remix],Habibi (feat. Ricky Rich) - Greek Remix,single,63.0,0.677,0.599,4,-7.186,0.0577,0.0232,0.0,0.113,0.36700000000000005,78.714,Fy
Habit,Habit,single,73.0,0.7490000000000001,0.85,10,-5.39,0.126,0.203,0.0,0.18,0.912,117.96799999999999,SEKAI NO OWARI
Hadya,Hadya,single,19.0,0.56,0.45299999999999996,9,-8.689,0.0273,0.478,0.0,0.109,0.292,100.00299999999999,Jawid Sharif
Haien Kommer (Sharkdog),Haien Kommer (Sharkdog),single,73.0,0.68,0.7759999999999999,6,-7.237,0.0897,0.095,0.00112,0.157,0.696,144.03799999999998,Kudos
Hamba Juba,Hamba Juba,single,68.0,0.813,0.737,6,-7.439,0.0413,0.0146,0.000769,0.0847,0.5379999999999999,112.006,Various Artists
Handen i fickan fast jag bryr mig,Hela huset,album,65.0,0.607,0.7040000000000001,11,-3.502,0.0326,0.342,0.0,0.195,0.564,114.04899999999999,Veronica Maggio
Handen i fickan fast jag bryr mig,Trädgården en fredag,album,67.0,0.607,0.847,4,-5.078,0.055,0.135,0.0,0.0848,0.731,157.004,Veronica Maggio
Handikwerete,Handikwerete,single,31.0,0.687,0.6890000000000001,5,-6.627000000000001,0.105,0.16,0.0,0.0728,0.8740000000000001,176.02200000000002,Bazooker
Harakiri,Harakiri,single,5.0,0.8240000000000001,0.502,5,-10.42,0.21,0.621,0.0,0.12300000000000001,0.29100000000000004,91.02,Trzaski
Haram (Pablo II),Haram (Pablo II),single,43.0,0.6629999999999999,0.7390000000000001,6,-6.001,0.177,0.413,0.0,0.168,0.39299999999999996,74.956,ElGrandeToto
Harry's House,As It Was,album,92.0,0.52,0.731,6,-5.337999999999999,0.0557,0.342,0.00101,0.311,0.662,173.93,Harry Styles
Harry's House,Late Night Talking,album,89.0,0.7140000000000001,0.728,10,-4.595,0.0468,0.298,0.0,0.106,0.9009999999999999,114.99600000000001,Harry Styles
Harry's House,Satellite,album,86.0,0.5760000000000001,0.457,0,-6.473,0.0304,0.14300000000000002,3.05e-05,0.0917,0.301,138.984,Harry Styles
Haryana Hood,Haryana Hood,single,73.0,0.715,0.622,8,-6.318,0.213,0.237,0.0,0.253,0.644,144.005,Irshad Khan
Hasrat (OST Imaginur),Hasrat (OST Imaginur),single,65.0,0.552,0.25,7,-12.183,0.0264,0.395,0.0,0.23399999999999999,0.21100000000000002,91.965,Amir Jahari
Hate On Us,Hate On Us,single,38.0,0.812,0.474,11,-12.277000000000001,0.3,0.00409,5.05e-06,0.0698,0.27399999999999997,76.48,Smoove Gotti
Haukilahden rantaan,Haukilahden rantaan,single,62.0,0.607,0.478,1,-7.904,0.0265,0.179,3.44e-06,0.073,0.115,104.016,SANNI
Havana,Havana,single,61.0,0.895,0.578,2,-4.895,0.081,0.349,0.000556,0.125,0.515,135.965,Tzanca Uraganu
Head Held High,Head Held High,single,72.0,0.61,0.586,1,-6.3389999999999995,0.0415,0.126,0.0,0.409,0.204,95.01299999999999,SERA
Head Held High,Head Held High,single,69.0,0.613,0.579,1,-6.428,0.0381,0.128,0.0,0.569,0.22699999999999998,94.958,SERA
Heal,Euphoria,album,72.0,0.518,0.679,11,-5.406000000000001,0.0355,0.079,4.85e-05,0.0588,0.106,132.14600000000002,Loreen
Heal,Euphoria - Single Version,album,9.0,0.562,0.7829999999999999,11,-4.727,0.0428,0.135,1.4400000000000001e-05,0.282,0.391,132.06,Loreen
Hear Me Cry,Ashiq Bemanim,album,3.0,0.665,0.626,2,-8.488,0.0518,0.6829999999999999,3.18e-06,0.0876,0.645,83.03399999999999,Arash Barez
Hear Me Cry,Eid Amad,album,2.0,0.7290000000000001,0.47600000000000003,7,-13.757,0.0604,0.0487,0.000426,0.19899999999999998,0.93,120.014,Arash Barez
Heart of Steel (Eurovision Version),Heart of Steel - Eurovision Version,single,75.0,0.529,0.523,8,-7.837000000000001,0.0466,0.007379999999999999,0.0,0.0903,0.33799999999999997,78.08800000000001,TVORCHI
Heartbeat,Heartbeat,single,46.0,0.64,0.7120000000000001,4,-5.611000000000001,0.0616,0.0685,0.0,0.252,0.6609999999999999,110.538,Davina Michelle
Heartbreak & Other Stories,Heartless,album,61.0,0.7859999999999999,0.563,7,-7.807,0.22899999999999998,0.292,0.0,0.11,0.26899999999999996,119.975,Richie Campbell
Heartbreak & Other Stories,Love Again,album,56.0,0.792,0.649,2,-8.795,0.12,0.358,1.5399999999999998e-05,0.114,0.392,96.962,Richie Campbell
Heartbreak In The Making,Heartbreak In The Making,single,66.0,0.527,0.733,8,-3.64,0.0305,0.0070799999999999995,0.0,0.217,0.268,123.88799999999999,Dagny
Heartbreak SZN 2,BMW,album,73.0,0.758,0.39,1,-9.799,0.0485,0.5670000000000001,0.0,0.099,0.23800000000000002,117.04799999999999,Because
Heaven,Heaven,single,86.0,0.5710000000000001,0.7609999999999999,5,-3.485,0.0261,0.0708,0.0,0.331,0.6809999999999999,91.991,Niall Horan
Held & Lykke Med At Komme Hjem,"Er Her (Artigeardit, KESI)",album,61.0,0.589,0.706,5,-5.033,0.312,0.151,0.0,0.0692,0.711,125.546,Artigeardit
Helg,Helg,single,66.0,0.725,0.821,4,-6.59,0.046,0.29,0.0,0.14,0.74,128.032,Ringnes-Ronny
Hell N Back (Sped Up),Hell N Back,single,73.0,0.633,0.684,10,-4.314,0.591,0.314,8.950000000000001e-05,0.11199999999999999,0.725,209.688,Bakar
Helma,Helma,single,51.0,0.85,0.424,2,-8.232999999999999,0.132,0.6579999999999999,0.0,0.142,0.614,127.915,Tagne
Helwa (feat. PAY & Xabski),Helwa (feat. PAY & Xabski),single,59.0,0.7879999999999999,0.7170000000000001,10,-6.391,0.0508,0.0848,0.0,0.113,0.415,122.046,Baloosh
Her Loss,Rich Flex,album,90.0,0.561,0.52,11,-9.342,0.244,0.0503,1.86e-06,0.355,0.424,153.15,Drake
Here With Me,Here With Me,single,94.0,0.574,0.469,4,-8.209,0.0254,0.534,9.209999999999999e-05,0.128,0.28800000000000003,132.023,d4vd
Herkes Gibisin,Herkes Gibisin,single,74.0,0.6859999999999999,0.493,8,-9.845,0.142,0.0296,2.3e-05,0.111,0.23600000000000002,90.069,Semicenk
