track.name,album_name,album_type,popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist
"Er Her (Artigeardit, KESI)",Held & Lykke Med At Komme Hjem,album,61.0,0.589,0.706,5,-5.033,0.312,0.151,0.0,0.0692,0.711,125.546,Artigeardit
Erotas,Erotas,single,63.0,0.911,0.717,9,-6.111,0.337,0.501,0.00109,0.057,0.42,122.978,SNIK
Erro Gostoso - Ao Vivo,Cintilante (Ao Vivo),single,89.0,0.588,0.893,6,-2.743,0.0866,0.176,0.0,0.803,0.626,153.778,Simone Mendes
Es un Secreto,House of Pleasure,album,83.0,0.841,0.774,6,-4.963,0.0421,0.117,2.66e-06,0.0674,0.494,95.006,Plan B
Esangweni,Horumar,album,57.0,0.856,0.569,6,-8.974,0.048,0.0649,0.00884,0.258,0.32,110.016,Murumba Pitch
Escapism.,My 21st Century Blues,album,91.0,0.538,0.742,2,-5.355,0.114,0.138,4.67e-05,0.0934,0.25,96.107,RAYE
Escorte,Carré,album,71.0,0.787,0.582,8,-6.99,0.227,0.208,1.34e-05,0.146,0.573,97.511,Werenoi
Escápate Conmigo - Remix,Escápate Conmigo (Remix),single,76.0,0.826,0.881,8,-7.755,0.0974,0.191,2.7e-05,0.347,0.737,93.997,Wolfine
Ese Corte,Ese Corte,single,73.0,0.685,0.829,11,-5.597,0.0456,0.00897,0.0,0.0512,0.509,95.115,Balbi El Chamako
Essence (feat. Justin Bieber & Tems),Made In Lagos: Deluxe Edition,album,64.0,0.836,0.69,0,-5.816,0.123,0.0142,1.22e-05,0.112,0.586,104.004,Wizkid
Estrecho / Alvarado (feat. pablopablo),Avida Dollars,album,56.0,0.719,0.579,1,-5.832,0.203,0.777,5.92e-06,0.101,0.822,90.046,C. Tangana
Eu Gosto Assim - Ao Vivo,Eu Gosto Assim (Ao Vivo),single,85.0,0.636,0.909,0,-3.685,0.0439,0.149,0.0,0.719,0.61,154.189,Gustavo Mioto
Euphoria,Heal,album,72.0,0.518,0.679,11,-5.406,0.0355,0.079,4.85e-05,0.0588,0.106,132.146,Loreen
Euphoria - Single Version,Heal,album,9.0,0.562,0.783,11,-4.727,0.0428,0.135,1.44e-05,0.282,0.391,132.06,Loreen
Evaluasi,Menari Dengan Bayangan,album,80.0,0.609,0.966,7,-4.469,0.0571,0.00194,2.83e-06,0.304,0.505,102.014,Hindia
Evantai,Slayer,album,53.0,0.813,0.535,1,-6.994,0.0668,0.256,0.0,0.1,0.0393,119.926,Ian
"Eve, Psyche & The Bluebeard’s wife",UNFORGIVEN,album,81.0,0.663,0.872,11,-5.056,0.2,0.0153,0.0,0.0519,0.626,142.951,LE SSERAFIM
Event Horizon,YOUNHA 6th Album Repackage 'END THEORY : Final Edition',album,64.0,0.534,0.861,11,-3.177,0.0361,0.0758,0.0,0.167,0.286,97.977,Younha
Everybody (Backstreet's Back) - Radio Edit,Backstreet's Back,album,77.0,0.731,0.853,10,-4.219,0.0363,0.0352,0.0,0.268,0.605,108.016,Backstreet Boys
Everybody Wants To Rule The World,Songs From The Big Chair (Super Deluxe Edition),album,89.0,0.645,0.795,7,-12.095,0.0527,0.347,0.00389,0.104,0.535,112.067,Tears For Fears
Everywhere - 2017 Remaster,Tango In the Night (Deluxe Edition),album,82.0,0.73,0.487,4,-10.991,0.0303,0.258,0.01,0.0852,0.731,114.965,Fleetwood Mac
Evoque Prata,Evoque Prata,single,80.0,0.872,0.519,7,-4.467,0.244,0.306,0.0,0.276,0.52,86.768,MC MENOR HR
Excuses,Excuses,single,80.0,0.837,0.717,5,-7.749,0.0822,0.0842,0.0,0.149,0.494,94.984,AP Dhillon
Extssy Model,Mi Vida En Un Cigarro 2,album,84.0,0.675,0.725,4,-4.766,0.0334,0.0839,0.0,0.334,0.469,92.513,Junior H
Eyes Closed,Eyes Closed (Piano Version),single,89.0,0.793,0.526,11,-6.221,0.0696,0.302,0.0,0.105,0.389,107.071,Ed Sheeran
F*ck My Life,SEVENTEEN 10th Mini Album 'FML',single,78.0,0.736,0.685,5,-4.762,0.0604,0.0849,0.0,0.0955,0.857,80.022,SEVENTEEN
F.H.D.S!,Mager Men Metter Mager,album,57.0,0.814,0.735,6,-4.613,0.0808,0.0325,0.0,0.0507,0.685,96.977,Rambow
FAKE LOVE,Love Yourself 轉 'Tear',album,79.0,0.557,0.719,2,-4.515,0.0371,0.00267,0.0,0.306,0.345,77.502,BTS
FALA,PLEŚŃ,album,31.0,0.796,0.667,4,-5.512,0.279,0.356,0.0,0.146,0.139,119.958,Guzior
FAMOUS,FAMOUS,single,62.0,0.518,0.56,2,-5.688,0.0483,0.0841,0.000185,0.0933,0.276,93.002,ibe
FASE,MDID,album,15.0,0.573,0.609,11,-6.57,0.286,0.432,2.24e-05,0.15,0.424,124.696,ProfJam
FAVELA,RACKATTACK 2,album,64.0,0.722,0.649,6,-9.893,0.0877,0.0333,0.189,0.108,0.389,106.048,RACK
FEARLESS (2023 Ver.),UNFORGIVEN,album,69.0,0.856,0.615,7,-7.226,0.133,0.0602,0.0018,0.118,0.48,103.948,LE SSERAFIM
"FEARNOT (Between you, me and the lamppost)",UNFORGIVEN,album,65.0,0.563,0.694,5,-5.221,0.0284,0.11,0.0,0.157,0.196,105.976,LE SSERAFIM
FEEL,Timeless,album,74.0,0.837,0.831,2,-6.21,0.08,0.0923,0.176,0.0819,0.529,111.978,Davido
FEHÉR,MDID,album,40.0,0.81,0.602,10,-6.363,0.175,0.0224,0.0001,0.0907,0.227,152.083,ProfJam
FEL NAMN,FEL NAMN,single,57.0,0.664,0.77,3,-5.376,0.249,0.343,0.0,0.0816,0.753,208.0,Rasmus Gozzi
FELDOBOM A KÖVET,FELDOBOM A KÖVET,single,57.0,0.399,0.407,7,-16.916,0.0756,0.00973,0.634,0.0884,0.715,167.326,Carson Coma
FIRE BOY,FIRE BOY,single,67.0,0.765,0.468,6,-9.272,0.0688,0.0745,0.0,0.0831,0.849,106.012,PP Krit
FLEURS (feat. Tiakola),KMT,album,74.0,0.673,0.636,10,-7.431,0.0771,0.268,0.0,0.108,0.438,127.021,Gazo
FLOWER,ME,single,86.0,0.841,0.384,9,-7.684,0.0351,0.0236,2.28e-06,0.0735,0.597,123.961,JISOO
FOGO E GASOLINA,LITTLE LOVE,album,80.0,0.531,0.629,10,-6.378,0.108,0.184,0.0,0.134,0.508,141.562,MC Cabelinho
FOR THE ROAD,Timeless,album,66.0,0.831,0.574,0,-5.329,0.119,0.0644,0.00137,0.175,0.579,133.112,Davido
FOR YOUR LOVE,Teatro d'ira - Vol. I,album,68.0,0.602,0.898,2,-3.789,0.0364,4.39e-05,0.000109,0.356,0.566,111.036,Måneskin
FORSSA,FORSSA,single,55.0,0.804,0.472,8,-10.613,0.145,0.238,5.88e-06,0.12,0.642,105.02,Draganov
FRONTLINE,BLESSED,album,32.0,0.497,0.558,9,-12.778,0.307,0.801,1.09e-05,0.137,0.747,69.842,RICTA
FTA,FTA,single,41.0,0.806,0.513,1,-9.268,0.419,0.0448,0.0,0.11,0.728,143.959,Abduh
FUCK DA POLICE,FUCK DA POLICE,single,61.0,0.716,0.789,1,-3.478,0.133,0.284,0.0,0.235,0.269,98.163,RICTA
FUEGO,BLESSED,album,59.0,0.814,0.444,7,-11.679,0.172,0.704,0.000351,0.115,0.159,140.219,RICTA
FULL SPEED,PLAYLIST,album,45.0,0.725,0.577,7,-12.739,0.211,0.294,2.7e-05,0.51,0.565,135.889,Majk Spirit
Fa Un De Ya,Nothing Changes If Nothing Changes,single,42.0,0.85,0.604,2,-5.526,0.0576,0.329,0.0,0.117,0.768,101.114,Kater Karma
Face-off,FACE,single,81.0,0.689,0.539,2,-7.671,0.048,0.178,1.45e-05,0.106,0.239,119.949,Jimin
Facepalm,Facepalm,single,40.0,0.581,0.504,5,-12.888,0.0369,3.73e-05,0.348,0.0964,0.467,140.022,Street Kingz
Facts,Fthina Tricks,album,54.0,0.674,0.551,1,-8.461,0.346,0.246,0.0,0.0811,0.525,90.07,Bloody Hawk
Fade,Fade,single,36.0,0.818,0.608,4,-12.828,0.0692,0.00343,0.568,0.098,0.111,99.992,Eradyk
Fadza Mutengi,Fadza Mutengi,single,0.0,0.863,0.723,11,-4.851,0.208,0.379,0.0,0.0825,0.877,103.912,Poptain
Fairytale,Fairytales,album,51.0,0.563,0.731,2,-7.356,0.0303,0.416,9.83e-06,0.317,0.595,107.983,Alexander Rybak
Fall In Love Alone,Fall In Love Alone,single,84.0,0.676,0.625,7,-5.455,0.0711,0.316,0.000119,0.127,0.522,171.883,Stacey Ryan
Fallen,Fallen,single,77.0,0.652,0.76,6,-4.098,0.0406,0.221,9.09e-05,0.147,0.615,98.079,Lola Amour
Falling In Love With You,Falling In Love With You,single,44.0,0.421,0.0343,0,-17.649,0.0362,0.91,0.0,0.092,0.249,92.979,Sara Soroor
Fan,Fan,single,76.0,0.674,0.774,8,-7.333,0.0499,0.0935,0.0,0.0308,0.963,95.005,Mabel Matiz
Fantasma,Fthina Tricks,album,55.0,0.594,0.735,0,-6.812,0.427,0.489,0.0,0.126,0.482,95.123,Bloody Hawk
Fantasmi (feat. Geolier),Radio Gotham,album,74.0,0.757,0.766,0,-5.386,0.116,0.506,0.0,0.175,0.457,97.971,Rose Villain
Fantom,Fantom,single,54.0,0.697,0.632,10,-4.735,0.0345,0.519,1.82e-06,0.102,0.568,129.07,Bruno X Spacc
Fashion Girl - Remix,Fashion Girl (Remix),single,67.0,0.736,0.764,0,-3.77,0.0541,0.185,0.0,0.127,0.42,97.987,Kidd Voodoo
Fashion Killer,19 & Dangerous,album,62.0,0.777,0.674,5,-8.998,0.147,0.236,0.00039,0.138,0.336,99.966,Ayra Starr
Fast Car,Gettin' Old,album,89.0,0.712,0.603,8,-5.52,0.0262,0.186,0.0,0.115,0.67,97.994,Luke Combs
Fast Life (feat. Gilli),Fast Life,single,56.0,0.925,0.496,8,-5.85,0.173,0.136,0.0,0.0907,0.713,104.099,Stepz
Fastelavn,Dansktop,album,62.0,0.785,0.547,9,-8.452,0.273,0.561,2e-06,0.116,0.316,101.961,Ukendt Kunstner
Fata cu paharul,Fata cu paharul,single,57.0,0.705,0.616,6,-4.603,0.21,0.0665,0.0,0.12,0.413,171.956,Iuly Neamtu
Fatela,Fatela,single,63.0,0.875,0.36,1,-14.033,0.106,0.0139,0.000377,0.103,0.407,112.013,Aymos
Favela (feat. J Styles),Crop Circle 2,album,55.0,0.651,0.798,8,-3.896,0.442,0.217,0.0,0.0864,0.87,128.237,Nines
Favorite Song,Favorite Song,single,85.0,0.816,0.367,2,-9.354,0.0588,0.314,0.0,0.0987,0.413,116.035,Toosii
Favorite Song (feat. Future) [Toxic Version],Favorite Song (feat. Future) [Toxic Version],single,58.0,0.822,0.387,2,-8.633,0.0519,0.351,1.04e-06,0.0996,0.435,116.009,Toosii
Favorites,Favorites,single,66.0,0.832,0.483,3,-7.792,0.399,0.342,0.0,0.146,0.828,140.088,MERO
Feberdrømmer Xx Dubai,Når sjælen kaster op,album,61.0,0.706,0.655,11,-6.649,0.0489,0.206,6.36e-06,0.101,0.434,136.013,Tobias Rahim
February Stories,February Stories,single,63.0,0.565,0.539,3,-8.008,0.364,0.169,0.0,0.0983,0.513,92.733,KM
Feeling Myself,TJUGI23,album,61.0,0.652,0.548,11,-7.994,0.237,0.314,1.69e-05,0.103,0.577,130.243,23
Feelings,Bundu Pop Sounds From The Jungle,album,20.0,0.681,0.856,0,-4.804,0.0617,0.0494,5.44e-06,0.0828,0.419,97.032,Ishan
Felina,Felina,single,82.0,0.585,0.662,5,-4.235,0.351,0.385,0.0,0.0966,0.533,169.239,WIU
Feliz Cumpleaños Ferxxo,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,album,89.0,0.865,0.573,5,-5.501,0.0678,0.0863,0.0,0.305,0.563,94.999,Feid
Ferrari,Ferrari,single,85.0,0.847,0.69,1,-7.877,0.0493,0.0127,6e-05,0.0526,0.692,125.004,James Hype
Ferrari - D1MA Remix,Ferrari (D1MA Remix),single,61.0,0.843,0.672,6,-5.557,0.142,0.0765,0.0,0.0993,0.706,124.912,James Hype
Ferxxo 100,FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,album,82.0,0.705,0.562,8,-3.378,0.0674,0.257,0.0,0.137,0.569,163.893,Feid
Feryat,Feryat,single,76.0,0.555,0.524,7,-7.824,0.0543,0.334,0.0,0.327,0.374,174.138,Hadise
Fetty Wap,OMERTA,album,67.0,0.916,0.619,9,-4.893,0.311,0.294,2e-06,0.0869,0.564,129.975,Maes
Fienduló,Megáll Az Idő,album,56.0,0.618,0.768,11,-6.059,0.307,0.215,0.0,0.0507,0.756,89.226,Pogány Induló
Fighting (Feat. Lee Young Ji),BSS 1st Single Album 'SECOND WIND',single,78.0,0.707,0.86,11,-2.935,0.191,0.103,0.0,0.0989,0.922,152.026,BSS
Fin de Semana,Fin de Semana,single,91.0,0.699,0.541,0,-4.943,0.0826,0.0628,0.0,0.0916,0.365,98.395,Oscar Maydon
Fin de semana,Loquito por ti mi amor,album,55.0,0.695,0.531,0,-5.011,0.0923,0.0633,0.0,0.0885,0.381,98.355,Byron Bahamonde
Finesse,Finesse,single,74.0,0.859,0.551,1,-7.916,0.149,0.559,0.0,0.194,0.777,102.049,Pheelz
Fingerprint,Fingerprint,single,25.0,0.866,0.501,11,-10.14,0.121,0.00123,0.0,0.174,0.122,143.92,Toby69
Fire Emoji - Remix,Fire Emoji (Remix),single,40.0,0.772,0.807,5,-4.766,0.0479,0.0442,0.000257,0.278,0.792,142.973,Nutty O
Fire in the belly,UNFORGIVEN,album,60.0,0.716,0.779,9,-3.735,0.0589,0.0106,0.0,0.0266,0.442,119.932,LE SSERAFIM
Firuze,Firuze,single,70.0,0.369,0.858,9,-6.574,0.0644,0.114,1.43e-06,0.703,0.564,150.035,Dedublüman
Fitness,Posejdon (Deluxe),album,56.0,0.702,0.803,6,-4.947,0.325,0.412,0.0,0.437,0.791,76.838,Kizo
Fix You,X&Y,album,85.0,0.209,0.417,3,-8.74,0.0338,0.164,0.00196,0.113,0.124,138.178,Coldplay
Flash Forward,UNFORGIVEN,album,60.0,0.773,0.879,8,-3.623,0.0391,0.162,0.0,0.0897,0.839,114.949,LE SSERAFIM
Floden,Floden,single,69.0,0.367,0.438,3,-9.78,0.034,0.245,4.97e-05,0.116,0.142,119.408,Emma Steinbakken
Flow Espacial,Flow Espacial,single,79.0,0.712,0.685,1,-6.099,0.182,0.0186,0.0,0.0911,0.454,162.032,Teto
Flow Kmeť,FLOWDEMORT,album,51.0,0.793,0.822,5,-4.584,0.149,0.186,0.0,0.0978,0.343,129.961,Separ
Flow Violento - Remix,Flow Violento (Remix),single,75.0,0.732,0.776,1,-3.287,0.0424,0.384,0.0,0.118,0.455,99.997,YoSoyPlex
Flowers,Flowers,single,97.0,0.707,0.681,0,-4.325,0.0668,0.0632,5.15e-06,0.0322,0.646,117.999,Miley Cyrus
Flyvende Faduma,Når sjælen kaster op,album,66.0,0.686,0.779,7,-5.907,0.0316,0.0636,5.42e-06,0.383,0.557,75.0,Tobias Rahim
For Altid,For Altid,single,67.0,0.575,0.561,8,-8.065,0.253,0.103,0.0,0.102,0.901,101.423,TopGunn
For Livet,Dansktop,album,62.0,0.625,0.623,3,-8.395,0.171,0.83,0.0,0.0887,0.357,127.856,Ukendt Kunstner
For My Hand (feat. Ed Sheeran),"Love, Damini",album,79.0,0.87,0.479,9,-7.779,0.165,0.161,0.000157,0.209,0.717,104.059,Burna Boy
Forema,Forema,single,63.0,0.669,0.568,8,-9.986,0.482,0.632,0.0022,0.125,0.535,198.076,Roi 6/12
Forever (Remix),Forever (Remix),single,63.0,0.543,0.482,1,-5.927,0.0526,0.286,0.000395,0.101,0.522,133.369,Gyakie
Forget Me,Forget Me,single,84.0,0.669,0.76,1,-3.518,0.0448,0.318,0.0,0.355,0.716,101.987,Lewis Capaldi
Formula,Euphoria (Original Score from the HBO Series),album,85.0,0.574,0.664,11,-6.068,0.0409,0.0448,0.0553,0.146,0.226,144.654,Labrinth
Forog a világ,Forog a világ,single,57.0,0.571,0.312,6,-15.002,0.0816,0.187,0.0,0.0951,0.191,154.023,Ekhoe
Fotia,Psihi,album,59.0,0.805,0.868,5,-4.821,0.249,0.197,0.0,0.123,0.251,140.074,Logos Timis
Four moods 2,Memento,album,60.0,0.561,0.755,2,-6.767,0.139,0.277,0.0,0.0935,0.786,173.96,Azahriah
Frauen,Frauen,single,66.0,0.865,0.687,1,-7.634,0.117,0.0417,0.0,0.0898,0.448,93.018,Katja Krasavice
Freestyle 2,INNOCENTE,album,34.0,0.795,0.689,8,-7.637,0.407,0.583,0.0,0.136,0.829,92.916,Baby Gang
Freestyle LVL UP 1,Freestyle LVL UP 1,single,77.0,0.688,0.676,2,-6.984,0.247,0.422,8.5e-05,0.0928,0.649,180.075,Ninho
Freestyle LVL UP 2,Freestyle LVL UP 2,single,75.0,0.687,0.824,11,-5.066,0.365,0.293,0.0,0.182,0.488,187.544,Ninho
Freestyle LVL UP 3,Freestyle LVL UP 3,single,69.0,0.878,0.734,4,-7.034,0.254,0.386,9.25e-06,0.0864,0.725,93.771,Ninho
Frida Kahlo,Medici Marstein,album,58.0,0.87,0.872,11,-8.269,0.337,0.112,0.000804,0.123,0.788,125.021,Marstein
Frie Fugle (feat. Hjalmer),KNUSTE HJERTER HELER ALDRIG,album,56.0,0.754,0.689,1,-5.74,0.119,0.147,0.0,0.133,0.666,145.896,Gobs
Friendships,Friendships,single,70.0,0.726,0.78,11,-6.312,0.0414,0.137,0.914,0.0985,0.0742,119.984,Pascal Letoublon
Friesenjung,Friesenjung,single,74.0,0.79,0.979,11,-4.637,0.117,0.0177,0.000192,0.237,0.898,161.014,Ski Aggu
Frost er úti fuglinn minn,Vögguvísur,album,45.0,0.504,0.118,9,-13.917,0.0392,0.937,0.0,0.0619,0.6,113.507,Hafdís Huld
Frágil,Frágil,single,91.0,0.605,0.726,6,-4.515,0.0309,0.365,0.0,0.112,0.393,149.918,Yahritza Y Su Esencia
Från och med Du,Vilja Bli,album,65.0,0.599,0.803,10,-6.695,0.0507,0.0224,0.0342,0.0909,0.392,143.013,Oskar Linnros
Fræk,XHEMILIAN,album,55.0,0.815,0.761,6,-4.402,0.129,0.0658,0.0,0.0836,0.824,143.173,Jimilian
Fulano - Ao Vivo,Fulano (Ao Vivo),single,73.0,0.374,0.754,7,-5.136,0.137,0.602,0.0,0.579,0.484,156.201,Murilo Huff
Future Lover,Future Lover,single,73.0,0.556,0.435,2,-10.851,0.0435,0.887,0.0,0.101,0.24,103.114,Brunette
Fy Faen Så Deilig,Fy Faen Så Deilig,single,49.0,0.589,0.826,0,-4.549,0.0462,0.12,0.0,0.255,0.719,85.755,Vidar Villa
Fånga mig när jag faller,Fånga mig när jag faller,single,74.0,0.676,0.47,7,-9.238,0.0335,0.323,0.000458,0.123,0.155,105.985,Victor Leksell
Félek,Félek,single,56.0,0.812,0.36,2,-6.167,0.0402,0.0518,8.72e-05,0.313,0.57,123.011,T. Danny
Føles Godt (feat. Mekdes),Føles Godt,single,62.0,0.621,0.684,0,-5.944,0.0603,0.395,0.0,0.152,0.336,80.954,URO
Függő,Függő,single,58.0,0.633,0.753,7,-3.894,0.151,0.102,0.0,0.109,0.456,139.759,Dzsúdló
Fırtınadayım,Maya,album,76.0,0.489,0.684,9,-5.73,0.0334,0.122,0.000178,0.222,0.382,109.941,Mabel Matiz
G Walk,Traplife,album,45.0,0.915,0.716,2,-5.576,0.28,0.129,1.75e-06,0.0383,0.474,102.011,FLY LO
G63,G63,single,74.0,0.818,0.506,5,-10.91,0.201,0.284,0.145,0.101,0.636,113.981,C.Gambino
GANGBANG,GANGBANG,album,7.0,0.806,0.605,3,-6.15,0.131,0.173,0.0,0.135,0.686,135.977,BANDA BANDA
GASOLINE,RUSH!,album,69.0,0.568,0.691,5,-3.744,0.0632,0.000204,0.0464,0.109,0.337,128.044,Måneskin
GAZ PEDAL,GAZ PEDAL,single,78.0,0.87,0.75,2,-4.902,0.135,0.113,0.00292,0.0629,0.764,119.982,Lvbel C5
GEEF NIET OP,GEEF NIET OP,album,17.0,0.534,0.538,7,-8.675,0.064,0.364,0.0,0.305,0.589,130.015,New Style Music
GELMEZSEN GELME,C5MODE,album,73.0,0.76,0.555,11,-12.659,0.0599,0.185,0.000255,0.0916,0.269,120.003,Lvbel C5
GIORTES,GIORTES,single,66.0,0.767,0.771,5,-5.487,0.0444,0.0484,0.00215,0.0871,0.375,135.016,RACK
GOMBAO 33,100 dni do matury,album,60.0,0.744,0.603,6,-8.77,0.239,0.353,0.0,0.135,0.215,125.984,Mata
GOOBA,TattleTales,album,71.0,0.611,0.688,1,-5.688,0.341,0.0264,0.0,0.251,0.393,178.462,6ix9ine
GOOD LOYAL THOTS,GOOD LOYAL THOTS,single,81.0,0.585,0.86,6,-5.274,0.116,0.0566,0.000142,0.18,0.607,146.441,Odetari
GOSSIP (feat. Tom Morello),RUSH!,album,79.0,0.704,0.819,9,-2.974,0.0626,0.00176,0.0,0.094,0.914,139.921,Måneskin
GRAU,GRAU,single,33.0,0.637,0.649,9,-7.86,0.461,0.0624,2.75e-06,0.0818,0.44,139.871,Azad
GRUSVÄG,GRUSVÄG,single,58.0,0.878,0.612,2,-7.847,0.064,0.205,0.0,0.281,0.291,100.051,Hooja
Galactic,OMERTA,album,68.0,0.778,0.695,8,-7.323,0.0703,0.32,0.00267,0.353,0.869,146.044,Maes
Galbi Khasah Molah,Galbi Khasah Molah,single,63.0,0.676,0.809,2,-5.114,0.116,0.539,0.0,0.308,0.907,95.972,Cheba Warda
Gamleveien,Gamleveien,single,64.0,0.735,0.72,6,-5.563,0.176,0.0143,0.0,0.296,0.442,130.98,Hagle
Gammel Jegermarsj,The Olympic Spirit,album,44.0,0.561,0.85,3,-5.552,0.0362,0.555,0.91,0.296,0.904,114.785,HM Kongens Gardes Musikkorps
Gang,Gang,single,17.0,0.69,0.436,1,-12.508,0.0892,0.128,0.0521,0.156,0.505,162.038,GG
Gangnam Style (feat. DJ Maphorisa & Kabza De Small),NINI na NINI,album,53.0,0.926,0.733,2,-12.642,0.056,0.0632,0.000135,0.04,0.905,111.01,Mas Musiq
Gangster Syndrom,Gangster Syndrom,single,65.0,0.655,0.668,6,-5.156,0.313,0.106,0.0,0.133,0.6,68.309,Asme
Ganz normal,High & Hungrig 3,album,63.0,0.811,0.501,11,-8.847,0.297,0.172,0.0262,0.103,0.204,94.978,Bonez MC
Garava,Plava Krv,album,57.0,0.625,0.858,7,-4.602,0.0795,0.0483,2.72e-06,0.0715,0.855,95.333,Devito
Gato de Noche,Gato de Noche,single,88.0,0.892,0.662,8,-3.894,0.162,0.169,1.24e-06,0.363,0.607,93.976,Ñengo Flow
Gaza,Gaza,single,64.0,0.729,0.875,7,-5.7,0.113,0.555,6.79e-06,0.327,0.635,98.075,SNIK
"Gelosa (feat. Shiva, Sfera Ebbasta, Guè)","Gelosa (feat. Shiva, Sfera Ebbasta, Guè)",single,82.0,0.726,0.672,7,-5.5,0.0704,0.0378,0.0,0.105,0.479,150.068,Finesse
Gennaro,Gennaro,single,69.0,0.679,0.661,10,-6.477,0.2,0.0278,2.08e-06,0.269,0.711,142.028,Light
Geri Dönemedim,Geri Dönemedim,single,81.0,0.712,0.695,3,-4.34,0.134,0.297,0.0,0.0937,0.523,159.943,Semicenk
Gestu,Gestu,single,55.0,0.864,0.568,11,-8.684,0.0844,0.0212,0.0,0.13,0.15,121.991,Ian
Gettó csirke,Gettó csirke,single,56.0,0.593,0.476,6,-13.459,0.862,0.456,0.0,0.359,0.582,176.112,Pogány Induló
Geççek,Geççek,single,62.0,0.671,0.835,7,-4.852,0.237,0.0751,0.0,0.18,0.714,179.979,Tarkan
Ghazali (feat. Bryan Mg),Ghazali (feat. Bryan Mg),single,74.0,0.598,0.654,7,-8.31,0.0565,0.486,9.7e-06,0.101,0.536,179.853,DYSTINCT
Ghetto,5D,album,56.0,0.522,0.642,4,-8.252,0.426,0.292,0.0,0.348,0.225,66.617,Hawk
Ghost,Justice,album,88.0,0.601,0.741,2,-5.569,0.0478,0.185,2.91e-05,0.415,0.441,153.96,Justin Bieber
Gia Panta,Gia Panta,single,64.0,0.517,0.597,1,-8.834,0.0782,0.56,0.0,0.268,0.44,119.927,Wang
GigaChad Theme - Phonk House Version,GigaChad Theme (Phonk House Version),single,85.0,0.588,0.496,9,-5.947,0.0417,0.00166,0.936,0.186,0.582,128.001,g3ox_em
Gipsy Style,Gipsy Style,single,53.0,0.792,0.845,9,-3.339,0.0615,0.0511,0.000154,0.0574,0.961,157.948,Costel Biju
Girlfriend,The Second Wave Deluxe,single,70.0,0.788,0.913,5,-4.495,0.0671,0.243,0.0689,0.272,0.672,99.994,Ruger
Gitme,Karanlık,album,73.0,0.685,0.416,9,-8.609,0.0317,0.352,8.73e-05,0.106,0.696,119.992,Dolu Kadehi Ters Tut
Giulesti Crangasi,BULIBA$HA,album,51.0,0.696,0.831,4,-4.711,0.2,0.16,0.0305,0.193,0.824,166.069,RAVA
Give It To Me - Full Vocal Mix,Give It To Me (Full Vocal Mix),single,85.0,0.874,0.869,1,-5.996,0.0315,0.00116,0.00238,0.164,0.726,126.027,Matt Sassari
Giving Me,Giving Me,single,79.0,0.735,0.651,7,-9.25,0.112,0.329,0.000205,0.131,0.476,127.07,Jazzy
Giấc Mơ Khác,Giấc Mơ Khác,single,61.0,0.596,0.436,3,-9.504,0.0277,0.52,3.76e-06,0.122,0.348,132.042,Chillies
Gladiator,Gladiator,single,76.0,0.648,0.785,8,-5.73,0.0922,0.173,0.00383,0.0889,0.239,146.025,Jann
Glance,Golden,album,26.0,0.598,0.686,0,-5.325,0.0484,0.427,0.0,0.0698,0.373,120.127,Stefano Cilio
Glimpse of Us,SMITHEREENS,album,81.0,0.44,0.317,8,-9.258,0.0531,0.891,4.78e-06,0.141,0.268,169.914,Joji
Glock In My Lap,SAVAGE MODE II,album,87.0,0.847,0.733,10,-6.439,0.16,0.00574,1.04e-05,0.151,0.202,130.029,21 Savage
Glocko,Glocko,single,74.0,0.8,0.852,4,-5.502,0.114,0.0184,0.0,0.0573,0.834,100.033,Nickoog Clk
Go Hard,Go Hard,single,69.0,0.849,0.581,6,-5.464,0.261,0.0178,0.0,0.092,0.274,142.015,Lil Baby
Go Your Own Way - 2004 Remaster,Rumours,album,80.0,0.583,0.947,5,-5.12,0.0378,0.0185,0.00109,0.0679,0.803,135.448,Fleetwood Mac
GoDdAmN 2,GoDdAmN 2,single,53.0,0.763,0.869,2,-5.415,0.0618,0.0106,0.000262,0.119,0.139,108.983,Nebi
Goblin FM,Goblin FM,single,58.0,0.674,0.906,1,-4.378,0.048,0.0921,0.0,0.365,0.875,158.099,Платина
God Pige (feat. TopGunn),BOYBAND,single,68.0,0.729,0.805,10,-7.087,0.0682,0.174,0.0,0.318,0.776,101.056,Danser Med Piger
God's Will,God's Will,single,36.0,0.529,0.703,6,-6.037,0.336,0.0115,0.0,0.112,0.4,142.011,DJ Vigilante feat. A.K.A & K.O
"Gode Dage, Gode Drinks",Kronisk Skeptisk,album,64.0,0.789,0.703,0,-7.401,0.367,0.0448,0.0,0.14,0.482,112.025,Lamin
Goku,Mektoub 2,album,46.0,0.694,0.771,4,-5.324,0.236,0.276,0.0,0.101,0.243,132.92,VLOSPA
Gole Nazam,Gole Nazam,single,38.0,0.511,0.901,10,-3.868,0.0694,0.0152,0.0141,0.0477,0.7,119.955,Valy
Gomba re Shumba,The Book Of Malachi,album,31.0,0.709,0.834,2,-5.998,0.106,0.239,0.0,0.0858,0.517,81.388,Holy Ten
