track.name,album_name,album_type,popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,artist
Te-am vazut fara inel,Te-am vazut fara inel,single,56.0,0.723,0.827,10,-5.409,0.0528,0.0116,1.2e-06,0.135,0.907,160.076,Tzanca Uraganu
Teancuri,Slayer,album,54.0,0.739,0.641,6,-7.558,0.0532,0.0129,0.0,0.0907,0.238,128.009,Ian
Teddy Bear,Teddy Bear,single,74.0,0.757,0.91,7,-3.953,0.0524,0.105,0.0,0.387,0.686,119.04,STAYC
Tek Tek (feat. MHD),Tek Tek (feat. MHD),single,78.0,0.777,0.537,7,-8.842,0.0609,0.592,0.0,0.157,0.89,92.996,DYSTINCT
Telegram,Mektoub 2,album,53.0,0.9,0.77,10,-6.034,0.278,0.182,0.0,0.0924,0.356,119.997,VLOSPA
Tenda,Chiremerera,album,42.0,0.746,0.6,10,-7.88,0.052,0.717,5.28e-05,0.0573,0.914,147.007,Jah Prayzah
Tendenciosa,Dos Prédios Deluxe,album,74.0,0.716,0.45,1,-10.427,0.452,0.11,0.0,0.151,0.648,112.972,Veigh
Terasa Ada,Terasa Ada,single,65.0,0.489,0.644,0,-6.592,0.029,0.114,0.00121,0.137,0.278,180.015,Sufian Suhaimi
Terata,Mektoub 2,album,51.0,0.566,0.726,10,-5.853,0.593,0.21,0.0,0.355,0.411,81.636,VLOSPA
"Tere Hawaale (From ""Laal Singh Chaddha"")","Tere Hawaale (From ""Laal Singh Chaddha"")",single,78.0,0.589,0.522,9,-10.649,0.0391,0.642,2.74e-05,0.0992,0.31,109.094,Pritam
Tere Pyaar Mein,"Tere Pyaar Mein (From ""Tu Jhoothi Main Makkaar"")",single,84.0,0.679,0.748,9,-5.487,0.054,0.111,0.0,0.183,0.406,118.945,Pritam
"Tere Vaaste (From ""Zara Hatke Zara Bachke"")","Tere Vaaste (From ""Zara Hatke Zara Bachke"")",single,67.0,0.762,0.717,7,-8.316,0.0372,0.315,1.87e-05,0.0914,0.958,109.996,Varun Jain
Terorist,Born 2 Shine,album,58.0,0.876,0.83,8,-5.278,0.163,0.144,0.000318,0.0636,0.351,93.98,AlbertNbn
Terrier,Terrier,single,65.0,0.533,0.693,11,-5.646,0.038,0.343,1.32e-06,0.428,0.302,85.294,Ida Laurberg
Tertawan Hati,Tertawan Hati,single,84.0,0.319,0.432,6,-5.831,0.0317,0.661,0.0,0.108,0.244,128.244,Awdella
Test Drive,Test Drive,single,58.0,0.702,0.822,6,-5.253,0.293,0.161,0.000584,0.208,0.776,188.21,Iuly Neamtu
Testarossa,Testarossa,single,55.0,0.825,0.608,1,-6.992,0.0706,0.454,0.0,0.0761,0.451,102.992,Wiatr
Thaa,Thaa,single,79.0,0.794,0.676,6,-5.801,0.0593,0.168,0.0,0.158,0.854,89.929,Varinder Brar
Thank You,I'm Making An Album 1/3,single,44.0,0.595,0.485,0,-10.601,0.0326,0.0787,0.451,0.0697,0.0394,127.012,Daði Freyr
Thath'Indawo (Live),"Spirit of Praise, Vol. 8 (Live)",album,57.0,0.38,0.646,0,-8.379,0.0678,0.555,1.29e-06,0.135,0.315,105.845,Spirit Of Praise
The Astronaut,The Astronaut,single,83.0,0.54,0.761,5,-5.356,0.0311,0.00446,2.5e-06,0.137,0.215,124.988,JIN
The Ballet Girl,The Ballet Girl,single,76.0,0.694,0.816,1,-4.741,0.0293,0.0796,1.17e-06,0.103,0.601,118.036,Aden Foyer
The Best,Foreign Affair,album,80.0,0.662,0.737,0,-9.54,0.0296,0.108,0.0191,0.119,0.744,103.867,Tina Turner
The Best - Edit,Open Arms,single,63.0,0.68,0.701,0,-10.46,0.0275,0.0341,0.00479,0.114,0.824,103.789,Tina Turner
The Business,The Business,single,81.0,0.798,0.62,8,-7.079,0.232,0.414,0.0192,0.112,0.235,120.031,Tiësto
The Color Violet,Alone At Prom,album,89.0,0.645,0.534,6,-10.8,0.0479,0.157,0.0,0.0863,0.463,105.02,Tory Lanez
The Feels,Ends & Begins,album,75.0,0.55,0.481,4,-4.917,0.0395,0.0215,0.0,0.0972,0.15,108.163,Labrinth
The Fool,The Fool,album,66.0,0.632,0.405,10,-8.314,0.0294,0.418,1.15e-05,0.0941,0.377,115.007,Jain
The Kind of Love We Make,Growin' Up,album,83.0,0.608,0.745,1,-4.13,0.0277,0.0226,6.47e-06,0.0942,0.464,102.025,Luke Combs
The Last Ride,The Last Ride,single,77.0,0.792,0.647,10,-5.447,0.334,0.0299,0.0,0.119,0.638,89.029,Sidhu Moose Wala
The Lost Soul Down,The Lost Soul Down,single,78.0,0.715,0.741,8,-7.478,0.0356,0.0117,0.899,0.189,0.761,112.0,NBSPLV
The Planet,The Planet,single,88.0,0.665,0.848,0,-3.619,0.0708,0.000482,0.0,0.2,0.687,119.986,BTS
The Pretender,Broken By Desire To Be Heavenly Sent,album,37.0,0.595,0.667,9,-4.646,0.0394,0.227,0.0,0.103,0.401,115.0,Lewis Capaldi
The Reason Why,The Reason Why,single,38.0,0.643,0.829,7,-8.305,0.0753,0.029,0.00326,0.0946,0.472,179.838,Baba Harare
The Scientist,A Rush of Blood to the Head,album,87.0,0.557,0.442,5,-7.224,0.0243,0.731,1.46e-05,0.11,0.213,146.277,Coldplay
The Wreck of the Edmund Fitzgerald,Summertime Dream,album,62.0,0.308,0.376,4,-15.24,0.0626,0.116,2.52e-06,0.166,0.158,186.047,Gordon Lightfoot
Therapie,Zoë Tauran,single,71.0,0.637,0.624,10,-6.572,0.109,0.0519,0.0,0.0685,0.404,179.957,Zoë Tauran
They Don't Love It,Jackman.,album,80.0,0.536,0.814,1,-5.407,0.306,0.0388,0.0,0.142,0.851,96.7,Jack Harlow
ThichThich,ThichThich,single,63.0,0.898,0.467,0,-7.238,0.0816,0.563,0.0,0.0994,0.619,124.072,Phuong Ly
Thinkin’ Bout Me,One Thing At A Time,album,87.0,0.656,0.757,3,-5.775,0.0308,0.492,0.0,0.117,0.429,139.971,Morgan Wallen
Thirsty,MY WORLD - The 3rd Mini Album,single,77.0,0.654,0.787,6,-2.538,0.0636,0.549,0.0,0.13,0.632,77.513,aespa
This Is The Life,This Is The Life (eDeluxe),album,81.0,0.628,0.882,1,-5.024,0.0323,0.259,0.0,0.065,0.853,95.083,Amy Macdonald
Those Eyes,Those Eyes,single,90.0,0.593,0.352,4,-8.296,0.0284,0.695,2.22e-05,0.3,0.226,119.988,New West
Thích Em Hơi Nhiều,Thích Em Hơi Nhiều,single,63.0,0.92,0.41,11,-9.497,0.455,0.372,0.000595,0.126,0.861,143.034,Wren Evans
Thôi Em Đừng Đi,99%,album,66.0,0.809,0.626,9,-7.531,0.0467,0.111,0.0,0.112,0.718,141.981,RPT MCK
Thằng Điên,Thằng Điên,single,63.0,0.626,0.503,5,-8.753,0.0389,0.362,1.42e-06,0.0762,0.574,140.014,JustaTee
Tiffany (feat. Ghali),INNOCENTE,album,34.0,0.756,0.816,10,-6.727,0.109,0.0367,8.33e-05,0.34,0.655,124.04,Baby Gang
Tik Tak,Tik Tak,single,68.0,0.709,0.834,6,-5.699,0.0581,0.198,0.0,0.185,0.516,95.016,Trannos
Tikai Tā,Tas Ir Igo 1981-1997 Vol.2,album,31.0,0.55,0.68,9,-7.067,0.026,0.29,2.93e-06,0.363,0.672,105.846,IGO
Tiki Taka,Galatée,album,67.0,0.836,0.879,7,-5.187,0.0433,0.416,0.349,0.108,0.729,112.035,Vacra
Til Dovre Faller,Til Dovre Faller,single,57.0,0.839,0.639,0,-6.036,0.0593,0.0243,0.0,0.0992,0.375,117.952,Johanne Holmedahl
Time N Affection,Rave & Roses,album,62.0,0.549,0.689,9,-6.667,0.118,0.306,0.0,0.0785,0.268,108.643,Rema
Timeout,Slayer,album,59.0,0.88,0.797,1,-6.104,0.0344,0.266,0.0444,0.0714,0.332,112.898,Ian
Tindastóll,Tindastóll,single,33.0,0.725,0.858,7,-9.039,0.382,0.157,0.0,0.0906,0.625,74.964,Úlfur Úlfur
Tisztán iszom,A ló túloldalán,album,57.0,0.446,0.655,0,-6.945,0.0439,0.644,0.0,0.199,0.894,162.924,Azahriah
Tití Me Preguntó,Un Verano Sin Ti,album,90.0,0.65,0.715,5,-5.198,0.253,0.0993,0.000291,0.126,0.187,106.672,Bad Bunny
Tn,Tn,single,62.0,0.875,0.579,11,-6.962,0.43,0.0123,0.0,0.118,0.963,155.164,Trannos
To Rafti,To Rafti,single,4.0,0.67,0.694,2,-7.979,0.0644,0.329,0.0,0.271,0.484,169.987,Omid Parsa
"To Summer, From Cole - Audio Hug",CLEAR 2: SOFT LIFE EP,single,75.0,0.735,0.459,6,-10.164,0.273,0.706,2.04e-06,0.101,0.583,74.052,Summer Walker
"Tobetsa Remake (feat. Focalistic, Daliwonga, ShaunMusiq & Ftears)",Nkwari 2.0,album,60.0,0.793,0.497,4,-10.816,0.0921,0.0116,0.238,0.0788,0.543,113.001,Myztro
Toda Guapa,Toda Guapa,single,73.0,0.874,0.533,5,-7.244,0.056,0.00924,2.27e-05,0.0881,0.815,100.014,Lucky Brown
Todo Contigo,Todo Contigo,single,79.0,0.587,0.732,8,-5.288,0.0378,0.000739,0.0,0.0846,0.656,119.938,Álvaro De Luna
Tony Montana (feat. Guè),INNOCENTE,album,66.0,0.678,0.591,1,-6.966,0.282,0.0662,0.000852,0.135,0.624,80.274,Baby Gang
Tony Soprano 2,Crop Circle 2,album,67.0,0.533,0.694,6,-3.838,0.393,0.0626,0.0,0.307,0.249,81.319,Nines
Too Many Nights (feat. Don Toliver & with Future),HEROES & VILLAINS,album,89.0,0.684,0.671,7,-4.392,0.0464,0.189,2.37e-05,0.122,0.156,88.048,Metro Boomin
Topshit,Topshit,single,56.0,0.902,0.504,1,-7.136,0.174,0.0955,1.5e-06,0.0952,0.487,91.013,KKevin
Touch,Touch,single,43.0,0.854,0.499,2,-9.66,0.0771,0.395,5.89e-05,0.0774,0.781,94.032,Kevcody
Toute La Night,Toute La Night,single,70.0,0.693,0.487,9,-5.839,0.163,0.46,0.00128,0.123,0.365,178.033,Jonna Fraser
Toxic,Toxic,single,61.0,0.809,0.895,10,-5.486,0.379,0.377,2.68e-05,0.339,0.838,165.918,Sickan
Toxic (feat. Suspekt),Tessas Hævn,album,49.0,0.946,0.707,3,-6.246,0.152,0.152,3.6e-05,0.0978,0.687,115.085,Tessa
Trainingspak,Trainingspak,single,67.0,0.707,0.566,1,-10.572,0.191,0.571,0.0022,0.114,0.689,139.763,Chardy
Trance (with Travis Scott & Young Thug),HEROES & VILLAINS,album,90.0,0.571,0.549,1,-7.38,0.404,0.18,0.0,0.168,0.447,119.497,Metro Boomin
Trapstars,5D,album,56.0,0.617,0.481,11,-11.741,0.322,0.237,0.000585,0.421,0.287,144.868,Hawk
Traumatizei - Ao Vivo Em Brasília,To Be (Ao Vivo Em Brasília EP1),single,87.0,0.483,0.91,11,-3.474,0.0845,0.13,0.0,0.395,0.576,166.057,Henrique & Juliano
Triste Verano,Triste Verano,single,82.0,0.603,0.683,1,-5.262,0.154,0.212,0.0,0.119,0.584,171.873,Eladio Carrion
Tro På Kærlighed,KNUSTE HJERTER HELER ALDRIG,album,62.0,0.708,0.77,5,-5.102,0.105,0.129,0.0,0.135,0.545,144.04,Gobs
"Trotinete - From ""Romina VTM"" The Movie","Trotinete (From ""Romina VTM"" The Movie)",single,61.0,0.867,0.933,7,-4.064,0.0731,0.344,3.83e-05,0.094,0.9,170.071,Tzanca Uraganu
Trust,Trust,single,75.0,0.881,0.442,11,-9.245,0.237,0.299,0.0,0.125,0.694,115.027,Kevin
Trädgården en fredag,Handen i fickan fast jag bryr mig,album,67.0,0.607,0.847,4,-5.078,0.055,0.135,0.0,0.0848,0.731,157.004,Veronica Maggio
Trónfosztó,Trónfosztó,single,55.0,0.728,0.814,5,-7.391,0.315,0.107,0.0,0.0853,0.83,200.124,VZS
Trước Khi Em Tồn Tại,Cái Đầu Tiên,album,49.0,0.673,0.671,10,-9.011,0.0405,0.357,0.000626,0.309,0.796,124.985,Thắng
Tu Aake Dekhle,The Carnival,album,82.0,0.77,0.84,11,-4.022,0.107,0.515,0.00452,0.145,0.192,96.012,King
Tu Chacal,Tu Chacal,single,52.0,0.66,0.679,8,-6.01,0.363,0.336,1.98e-05,0.0684,0.838,120.662,SMILE BEATS
Tu Loco,Tu Loco,single,54.0,0.572,0.65,0,-6.264,0.268,0.571,0.0,0.0983,0.534,100.399,Mole
Tu Tu Tu,Plava Krv,album,62.0,0.738,0.857,1,-3.234,0.163,0.224,3.09e-05,0.0896,0.91,170.143,Devito
Tu Turrito,Tu Turrito,single,76.0,0.838,0.545,9,-6.1,0.0604,0.0966,0.0,0.0927,0.428,90.023,Rei
Tuana,Med Cezir,album,59.0,0.473,0.399,6,-13.282,0.0553,0.747,4.43e-06,0.129,0.53,150.414,Levent Yüksel
Tudo Bem (feat. Gilli),Ny Sejr,album,67.0,0.869,0.652,0,-6.9,0.086,0.0512,3.51e-06,0.274,0.567,128.047,Benny Jamz
Tuff Cookie,Love Songs,album,66.0,0.926,0.707,11,-7.825,0.084,0.128,0.000376,0.109,0.522,111.002,Peter Fox
"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",single,77.0,0.427,0.396,11,-7.556,0.0366,0.736,0.0,0.11,0.306,70.368,Arijit Singh
Tulipalo,Hyvikset ja pahikset,album,62.0,0.74,0.677,10,-7.519,0.0286,0.248,1.96e-05,0.13,0.594,122.025,KUUMAA
"Tum Hi Aana (Sad Version) [From ""Marjaavaan""]","Tum Hi Aana (Sad Version) [From ""Marjaavaan""]",single,71.0,0.501,0.168,4,-9.675,0.0313,0.944,0.0,0.118,0.131,79.968,Jubin Nautiyal
"Tum Hi Ho (From ""Aashiqui 2"")",Ultimate Love Songs - Arijit Singh,album,70.0,0.529,0.451,5,-6.25,0.025,0.788,0.0,0.122,0.309,94.054,Arijit Singh
Tum Se Hi,Jab We Met,album,80.0,0.609,0.538,6,-7.842,0.0273,0.328,0.0,0.125,0.608,130.015,Pritam
Turkey Nla (Remix),Turkey Nla,single,39.0,0.841,0.668,2,-9.503,0.0497,0.431,3.19e-06,0.0396,0.849,112.017,King Perryy
Turma do Bairro (Interlúdio),Dos Prédios Deluxe,album,67.0,0.506,0.547,2,-8.802,0.332,0.185,0.0,0.0991,0.438,173.729,Veigh
Turné,Turné,single,71.0,0.547,0.57,3,-7.673,0.0528,0.422,9.07e-05,0.319,0.347,139.728,Brødrene Bausa
Tut mir nicht leid,Tut mir nicht leid,single,59.0,0.728,0.832,4,-6.111,0.121,0.167,0.000952,0.277,0.751,162.041,Bausa
Tyliai Pakuždėk,Apkabinti Prisiminimus,album,52.0,0.891,0.765,8,-5.843,0.0391,0.206,0.000491,0.0936,0.736,119.991,Jessica Shy
Tylko Ty,Tylko Ty,single,56.0,0.827,0.568,6,-9.954,0.0693,0.551,7.36e-05,0.11,0.31,123.108,Kacper Blonsky
Typa Girl,BORN PINK,album,79.0,0.915,0.621,7,-6.519,0.1,0.0745,0.0,0.628,0.527,131.984,BLACKPINK
TÖLUR TALA,TÖLUR TALA,single,30.0,0.838,0.577,1,-7.519,0.309,0.263,0.0,0.296,0.543,124.114,VÆB
Tá OK,Tá OK,single,75.0,0.863,0.96,11,-1.458,0.0492,0.497,0.00526,0.0853,0.586,130.118,DENNIS
Tárin falla hægt,Tárin falla hægt,single,43.0,0.734,0.397,0,-9.059,0.0436,0.503,0.0,0.106,0.366,107.063,Bubbi Morthens
Tällee näin,Tällee näin,single,61.0,0.853,0.657,1,-4.144,0.101,0.0264,0.000192,0.109,0.53,100.01,Turisti
Tú Y Tú,Tú Y Tú,single,66.0,0.441,0.703,0,-4.432,0.0404,0.147,0.0,0.297,0.711,83.172,Los Ángeles Azules
Tại Vì Sao,99%,album,62.0,0.76,0.682,7,-8.323,0.0763,0.0347,0.0,0.101,0.552,135.043,RPT MCK
UFO,5D,album,54.0,0.809,0.544,2,-7.534,0.329,0.103,0.0,0.0741,0.565,174.119,Hawk
UH LA LA LA,ANTI$$OCIAL,single,61.0,0.855,0.551,0,-7.655,0.153,0.104,0.192,0.382,0.547,119.979,LON3R JOHNY
ULALA,Ziomalski Mixtape,album,0.0,0.823,0.709,9,-6.744,0.244,0.155,4.46e-06,0.67,0.606,166.074,Żabson
UN PESO,OASIS,album,81.0,0.627,0.675,5,-7.125,0.213,0.125,0.0,0.0784,0.961,79.31,J Balvin
UNDE MĂ DUC,UNDE MĂ DUC,single,17.0,0.672,0.884,2,-3.882,0.111,0.101,2.12e-06,0.29,0.389,106.052,TZ
UNDERSTAND,GABRIEL,album,83.0,0.379,0.208,5,-13.858,0.0426,0.94,1.05e-06,0.114,0.163,82.085,keshi
UNFORGIVEN (feat. Nile Rodgers),UNFORGIVEN,album,88.0,0.795,0.875,4,-4.079,0.0525,0.111,8.94e-05,0.107,0.375,104.008,LE SSERAFIM
UNICEF,UNICEF,single,39.0,0.644,0.56,1,-10.16,0.374,0.0336,0.0,0.314,0.474,157.945,Furelise
USCITO DI GALERA,SIRIO,album,74.0,0.594,0.746,7,-5.853,0.137,0.188,0.0,0.0991,0.0802,164.231,Lazza
Uden Dig,Dansktop,album,70.0,0.732,0.737,1,-7.234,0.115,0.31,0.000223,0.0906,0.88,163.084,Ukendt Kunstner
"Ufunani (feat. Aymos, Kelvin Momo & Jay Sax)",The Konka Mixtape : Sweet & Dust,album,44.0,0.825,0.773,1,-10.344,0.0468,0.0014,0.413,0.105,0.55,112.998,Kabza De Small
Uhaw,Uhaw,single,74.0,0.695,0.337,2,-9.196,0.0419,0.846,0.000165,0.0643,0.184,122.0,Dilaw
Uhaw (Tayong Lahat),Uhaw (Tayong Lahat),single,84.0,0.635,0.724,5,-6.662,0.0716,0.28,3.83e-06,0.105,0.316,135.927,Dilaw
Ultima Chance,Ultima Chance,single,21.0,0.486,0.705,11,-6.394,0.194,0.824,1.11e-05,0.0814,0.397,96.233,Lazy Ed
Umaasa,Umaasa,single,79.0,0.627,0.433,9,-9.868,0.0232,0.295,0.393,0.332,0.353,96.016,Calein
Umbayimbayi,Umbayimbayi,single,63.0,0.63,0.628,11,-7.019,0.0924,0.431,0.0,0.131,0.671,77.014,Inkabi Zezwe
Un Altro Show (feat. Geolier),Milano Demons,album,75.0,0.74,0.693,2,-6.185,0.095,0.132,0.0,0.331,0.176,107.074,Shiva
Un Briciolo Di Allegria (con MINA),Innamorato,album,80.0,0.617,0.707,2,-4.31,0.0399,0.467,0.0,0.0481,0.392,91.925,BLANCO
Un Cigarrillo,Un Cigarrillo,single,81.0,0.781,0.774,6,-4.477,0.187,0.133,0.0,0.472,0.762,175.956,Chencho Corleone
Un Finde | CROSSOVER #2,Un Finde | CROSSOVER #2,single,89.0,0.499,0.519,11,-8.199,0.0595,0.109,0.0,0.276,0.848,192.147,Big One
Una Noche en Medellín,Una Noche en Medellín,single,86.0,0.87,0.548,10,-5.253,0.077,0.0924,4.6e-05,0.0534,0.832,96.018,Cris Mj
Una en un Millón,Una en un Millón,single,71.0,0.669,0.707,2,-6.429,0.0576,0.0109,0.0,0.0922,0.48,99.981,Jere Klein
Under Din Sne,Infinity Action,album,59.0,0.514,0.879,0,-4.416,0.033,0.0286,0.000433,0.0657,0.275,143.957,The Minds Of 99
Under The Influence,Indigo (Extended),album,91.0,0.733,0.69,9,-5.529,0.0427,0.0635,1.18e-06,0.105,0.31,116.992,Chris Brown
Under någon ny,Under någon ny,single,69.0,0.563,0.763,0,-6.559,0.112,0.172,6.93e-05,0.0665,0.385,121.986,Miriam Bryant
Underrated,Underrated,single,58.0,0.748,0.747,10,-6.119,0.229,0.0349,0.0183,0.298,0.423,133.961,Olexesh
Unholy (feat. Kim Petras),Gloria,album,85.0,0.712,0.463,2,-7.399,0.0797,0.011,2.96e-06,0.301,0.206,131.199,Sam Smith
Unicorn,Unicorn,single,81.0,0.681,0.868,6,-5.499,0.095,0.0216,0.00023,0.323,0.282,130.126,Noa Kirel
Uno los Dos,Hotel Miranda!,album,69.0,0.764,0.408,11,-8.212,0.0533,0.445,0.0,0.162,0.203,122.886,Miranda!
Unonzani,Unonzani,single,30.0,0.685,0.551,5,-7.346,0.378,0.272,0.0,0.0929,0.743,95.661,Anita Jaxson
Until I Found You (with Em Beihold) - Em Beihold Version,Until I Found You (Em Beihold Version),single,93.0,0.551,0.55,10,-5.339,0.0286,0.777,0.0,0.202,0.342,101.19,Stephen Sanchez
Unutmak Öyle Kolay Mı Sandın,Unutmak Öyle Kolay Mı Sandın,single,79.0,0.719,0.643,8,-7.001,0.111,0.606,0.0,0.0804,0.615,91.963,Semicenk
Urgențe,Voodoo,album,56.0,0.812,0.766,2,-6.631,0.0797,0.00218,9e-06,0.137,0.433,155.977,Ian
Urus,Urus,single,71.0,0.71,0.712,11,-7.436,0.3,0.0297,0.00138,0.0975,0.596,162.106,Favé
Usai,Usai,single,82.0,0.461,0.36,7,-8.99,0.0269,0.863,2.51e-05,0.0914,0.131,109.236,Tiara Andini
Used to love you,Used to love you,single,54.0,0.639,0.733,5,-4.764,0.0567,0.00436,0.0,0.112,0.446,131.855,Emma Steinbakken
Uudestaan,Uudestaan,single,61.0,0.737,0.752,8,-6.942,0.224,0.0284,1.13e-05,0.101,0.564,136.089,Turisti
Uuuu,FLOWDEMORT,album,56.0,0.746,0.806,2,-7.351,0.36,0.472,0.0,0.128,0.388,105.96,Separ
Uz Seen,LUKSUS STONKS,album,41.0,0.683,0.738,0,-6.777,0.0315,0.00575,0.0,0.665,0.769,117.443,Singapūras Satīns
VAGABUNDO,VAGABUNDO,single,84.0,0.817,0.851,11,-3.309,0.0627,0.0351,0.0,0.232,0.886,127.019,Sebastian Yatra
VALENTINE,MR. MISUNDERSTOOD,album,64.0,0.763,0.494,10,-7.257,0.0937,0.303,0.0,0.321,0.299,130.098,reezy
VENT'ANNI,Teatro d'ira - Vol. I,album,67.0,0.635,0.641,4,-3.674,0.0329,0.18,0.0,0.0959,0.218,122.83,Måneskin
VETRI NERI,VETRI NERI,single,74.0,0.754,0.767,6,-4.98,0.0594,0.0763,4.79e-05,0.112,0.529,134.084,AVA
VIBE (feat. Jimin of BTS),Down to Earth,album,69.0,0.787,0.671,0,-5.6,0.0572,0.0936,0.0,0.249,0.591,100.078,TAEYANG
VISCERALE - closer,Effetto notte,album,64.0,0.708,0.611,8,-6.019,0.331,0.292,0.0,0.106,0.221,84.43,Emis Killa
"VISIT NORWAY - Live from Sala la Paqui But, Madrid",DIASPORA DREAMS (THE QUICK STYLE SELECTION),single,20.0,0.642,0.724,3,-5.456,0.0412,0.738,0.00185,0.955,0.352,140.039,Karpe
VISTA AL MAR,DONDE QUIERO ESTAR,album,82.0,0.759,0.561,0,-5.643,0.131,0.803,0.121,0.101,0.491,104.915,Quevedo
VOCÊ&EU,LITTLE LOVE (DELUXE),single,62.0,0.75,0.651,10,-7.787,0.102,0.476,1.18e-05,0.105,0.735,145.988,MC Cabelinho
VODKA FONDIP,VODKA FONDIP,single,71.0,0.758,0.693,8,-8.478,0.249,0.043,0.000755,0.533,0.933,144.969,DEHA INC.
VUR,VUR,single,78.0,0.613,0.566,1,-13.714,0.153,0.355,2e-05,0.121,0.697,143.011,BLOK3
Vacilão,Vacilão,single,84.0,0.879,0.886,7,-3.287,0.0508,0.237,0.0,0.0615,0.966,125.973,Zé Felipe
Vai Vendo,Vai Vendo,single,72.0,0.846,0.743,6,-3.044,0.0443,0.16,0.0,0.117,0.913,118.023,Anitta
Vakar Vakare,Vakar Vakare,single,44.0,0.858,0.672,8,-7.046,0.0397,0.19,0.000229,0.0745,0.917,120.053,Rokas Yan
Valborg,Det kommer aldrig va över för mig,album,63.0,0.316,0.3,7,-12.51,0.0301,0.884,0.00368,0.0927,0.317,96.31,Håkan Hellström
Valeriya,Slzy Ulic,album,57.0,0.657,0.572,11,-6.489,0.362,0.0544,8.71e-05,0.25,0.665,145.064,Samey
Vanavond (Uit M'n Bol),Vanavond (Uit M'n Bol),single,66.0,0.799,0.705,0,-7.582,0.0698,0.0554,0.0,0.426,0.88,106.979,Kris Kross Amsterdam
Vastustamaton,Vastustamaton,album,63.0,0.613,0.737,2,-6.052,0.143,0.324,0.0,0.159,0.484,125.03,Gettomasa
Vauhti kiihtyy (feat. Matti ja Teppo),Vauhti kiihtyy (feat. Matti ja Teppo),single,55.0,0.623,0.913,7,-4.388,0.0339,0.00373,0.0,0.0748,0.705,95.05,Portion Boys
Važiuoju Kur Širdis,Važiuoju Kur Širdis,single,48.0,0.722,0.615,2,-5.154,0.038,0.187,4.71e-06,0.369,0.785,125.002,GJan
Veda Saati,Veda Saati,single,76.0,0.857,0.654,1,-7.529,0.151,0.166,1.22e-05,0.135,0.758,93.997,Sefo
Vella Kalpu Dziesma,"Zelta 60, Vol.2",album,27.0,0.656,0.417,7,-14.684,0.0462,0.755,2.11e-06,0.3,0.941,121.854,Raimonds Pauls
Ven Mami,Ven Mami,single,72.0,0.741,0.743,8,-5.087,0.0413,0.175,0.0,0.0977,0.775,87.865,BM
Venga Pa' Acá,Venga Pa' Acá,single,77.0,0.839,0.754,7,-6.05,0.108,0.0211,1.11e-06,0.0839,0.797,99.014,Pailita
Vengo De La Brea,Vengo De La Brea,single,71.0,0.619,0.636,1,-7.64,0.0526,0.52,0.0,0.676,0.793,104.743,Lucky Brown
Verden Vågner (feat. Saveus),Suave World,album,64.0,0.565,0.764,5,-5.452,0.306,0.371,0.00192,0.123,0.734,94.686,Gilli
Vereen piirretty viiva,Vereen piirretty viiva,single,16.0,0.391,0.979,7,-7.151,0.0919,1.88e-05,0.0646,0.375,0.299,107.545,Stam1na
Vergessen wie,Love Songs,album,53.0,0.949,0.679,1,-6.502,0.0682,0.0467,0.0053,0.097,0.126,121.025,Peter Fox
Verleden Tijd,Verleden Tijd,single,70.0,0.584,0.594,3,-7.105,0.149,0.403,0.0,0.162,0.553,120.053,FLEMMING
Veronica,Veronica,single,58.0,0.747,0.341,1,-10.957,0.105,0.911,0.00258,0.15,0.32,115.941,emma & matilda
Vi Lever,Vi Lever,album,39.0,0.437,0.371,6,-12.301,0.0326,0.819,3.77e-05,0.184,0.484,111.95,Wenche Myhre
Vibes,Vibes,single,23.0,0.71,0.671,11,-8.016,0.145,0.44,0.00032,0.117,0.775,96.964,Delaysa Nachia
Vicio,Vicio,single,54.0,0.727,0.638,3,-6.523,0.373,0.359,0.0,0.146,0.763,113.217,Nerry Money
Victoriam In F Minor,Arte Povera,album,62.0,0.641,0.629,5,-9.938,0.294,0.402,0.0,0.131,0.314,95.063,Beats Pliz
Vida Chique,Dos Prédios,album,81.0,0.597,0.461,4,-6.686,0.389,0.557,0.0,0.249,0.553,106.609,Veigh
Vida Gangster,Vida Gangster,single,81.0,0.693,0.756,4,-5.209,0.0477,0.5,4.67e-05,0.135,0.53,94.884,Lauty Gram
Viimeinen tanssi,Viimeinen tanssi,single,57.0,0.689,0.745,6,-6.923,0.0262,0.0312,6.38e-05,0.229,0.801,132.958,BEHM
Viimeisiä sanoja,Viimeisiä sanoja,single,62.0,0.65,0.823,10,-5.666,0.045,0.00517,0.0367,0.0922,0.369,148.019,Bee
Villieläin,Villieläin,single,59.0,0.932,0.499,8,-8.368,0.0446,0.0878,0.000821,0.13,0.937,116.065,Ramses II
Vinn Við Það,Vinn Við Það,single,46.0,0.929,0.569,8,-8.977,0.0757,0.00196,1.06e-06,0.124,0.77,128.003,Herra Hnetusmjör
Visit (feat. Stepz),Ny Sejr,album,45.0,0.86,0.65,1,-6.424,0.315,0.145,0.0,0.103,0.624,143.943,Benny Jamz
Viulunkieli,Fantastista,album,63.0,0.812,0.797,5,-8.766,0.12,0.0423,1.57e-05,0.235,0.566,88.983,Käärijä
